,title,artist,peakPos,lastPos,weeks,isNew,rank,date,year
339,Rags2Riches,Rod Wave Featuring ATR Son Son,12,38,18,False,40,2020-11-07,2020
340,Lovin' On You,Luke Combs,23,45,18,False,41,2020-11-07,2020
341,Levitating,Dua Lipa Featuring DaBaby,42,47,4,False,42,2020-11-07,2020
342,Pretty Heart,Parker McCollum,43,44,16,False,43,2020-11-07,2020
343,Break My Heart,Dua Lipa,13,34,31,False,44,2020-11-07,2020
344,Some Girls,Jameson Rodgers,29,29,12,False,45,2020-11-07,2020
345,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,45,49,14,False,46,2020-11-07,2020
346,Mood Swings,Pop Smoke Featuring Lil Tjay,17,40,17,False,47,2020-11-07,2020
347,Everywhere But On,Matt Stell,48,56,8,False,48,2020-11-07,2020
348,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,10,42,4,False,49,2020-11-07,2020
349,I Should Probably Go To Bed,Dan + Shay,42,43,13,False,50,2020-11-07,2020
350,Franchise,Travis Scott Featuring Young Thug & M.I.A.,1,39,5,False,51,2020-11-07,2020
351,24,Money Man Featuring Lil Baby,49,51,11,False,52,2020-11-07,2020
352,Spicy,Ty Dolla $ign Featuring Post Malone,53,0,1,True,53,2020-11-07,2020
353,Popstar,DJ Khaled Featuring Drake,3,46,15,False,54,2020-11-07,2020
354,You Broke Me First.,Tate McRae,55,58,10,False,55,2020-11-07,2020
355,Midnight Sky,Miley Cyrus,14,48,11,False,56,2020-11-07,2020
356,My Ex's Best Friend,Machine Gun Kelly X blackbear,28,54,11,False,57,2020-11-07,2020
357,Diamonds,Sam Smith,51,60,6,False,58,2020-11-07,2020
358,Tap In,Saweetie,20,53,16,False,59,2020-11-07,2020
359,7 Summers,Morgan Wallen,6,61,11,False,60,2020-11-07,2020
360,Runnin,21 Savage & Metro Boomin,9,50,4,False,61,2020-11-07,2020
361,Wishing Well,Juice WRLD,5,55,16,False,62,2020-11-07,2020
362,Starting Over,Chris Stapleton,57,65,9,False,63,2020-11-07,2020
363,Hawai,Maluma & The Weeknd,55,59,10,False,64,2020-11-07,2020
364,Ain't Always The Cowboy,Jon Pardi,61,62,9,False,65,2020-11-07,2020
365,U 2 Luv,Ne-Yo & Jeremih,66,70,4,False,66,2020-11-07,2020
366,"Big, Big Plans",Chris Lane,67,68,4,False,67,2020-11-07,2020
367,Hit Different,SZA Featuring Ty Dolla $ign,29,66,8,False,68,2020-11-07,2020
368,The Other Guy,Luke Combs,69,0,1,True,69,2020-11-07,2020
369,Damage,H.E.R.,70,0,1,True,70,2020-11-07,2020
370,Heather,Conan Gray,46,64,11,False,71,2020-11-07,2020
371,Don't Stop,Megan Thee Stallion Featuring Young Thug,30,63,4,False,72,2020-11-07,2020
372,Martin & Gina,Polo G,61,67,13,False,73,2020-11-07,2020
373,Golden,Harry Styles,74,0,2,False,74,2020-11-07,2020
374,B.S.,Jhene Aiko Featuring H.E.R.,24,69,13,False,75,2020-11-07,2020
375,Back To The Streets,Saweetie Featuring Jhene Aiko,76,0,1,True,76,2020-11-07,2020
376,So Done,The Kid LAROI,77,0,1,True,77,2020-11-07,2020
377,Without You,Luke Combs Featuring Amanda Shires,70,0,2,False,78,2020-11-07,2020
378,Relacion,"Sech, Daddy Yankee & J Balvin Featuring ROSALIA & Farruko",64,73,8,False,79,2020-11-07,2020
379,Put Your Records On,Ritt Momney,79,79,4,False,80,2020-11-07,2020
380,Good Time,Niko Moon,74,74,4,False,81,2020-11-07,2020
381,The Bigger Picture,Lil Baby,3,72,20,False,82,2020-11-07,2020
382,Blind,DaBaby Featuring Young Thug,78,78,6,False,83,2020-11-07,2020
383,Cold As You,Luke Combs,84,0,1,True,84,2020-11-07,2020
384,Kacey Talk,YoungBoy Never Broke Again,50,77,11,False,85,2020-11-07,2020
385,Practice,DaBaby,86,0,1,True,86,2020-11-07,2020
386,Hole In The Bottle,Kelsea Ballerini,87,94,3,False,87,2020-11-07,2020
387,Whole Lotta Choppas,Sada Baby Featuring Nicki Minaj,35,35,3,False,88,2020-11-07,2020
388,You're Mines Still,Yung Bleu Featuring Drake,52,52,2,False,89,2020-11-07,2020
389,Champagne Night,Lady A,90,100,2,False,90,2020-11-07,2020
390,Greece,DJ Khaled Featuring Drake,8,76,15,False,91,2020-11-07,2020
391,Happy Does,Kenny Chesney,85,85,2,False,92,2020-11-07,2020
392,Throat Baby (Go Baby),BRS Kash,93,93,2,False,93,2020-11-07,2020
393,Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy",63,83,14,False,94,2020-11-07,2020
394,Do It,Chloe X Halle,63,75,11,False,95,2020-11-07,2020
395,Cardigan,Taylor Swift,1,88,14,False,96,2020-11-07,2020
396,Forget Me Too,Machine Gun Kelly & Halsey,44,0,3,False,97,2020-11-07,2020
397,La Toxica,Farruko,98,0,1,True,98,2020-11-07,2020
398,Head & Heart,Joel Corry X MNEK,99,0,1,True,99,2020-11-07,2020
399,"Wine, Beer, Whiskey",Little Big Town,100,0,1,True,100,2020-11-07,2020
400,Mood,24kGoldn Featuring iann dior,1,1,11,False,1,2020-10-31,2020
401,WAP,Cardi B Featuring Megan Thee Stallion,1,2,11,False,2,2020-10-31,2020
402,Laugh Now Cry Later,Drake Featuring Lil Durk,2,3,10,False,3,2020-10-31,2020
403,Blinding Lights,The Weeknd,1,4,47,False,4,2020-10-31,2020
404,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,1,6,19,False,5,2020-10-31,2020
405,I Hope,Gabby Barrett Featuring Charlie Puth,6,8,43,False,6,2020-10-31,2020
406,Dynamite,BTS,1,5,9,False,7,2020-10-31,2020
407,Rockstar,DaBaby Featuring Roddy Ricch,1,7,27,False,8,2020-10-31,2020
408,Holy,Justin Bieber Featuring Chance The Rapper,3,14,5,False,9,2020-10-31,2020
409,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,10,10,10,False,10,2020-10-31,2020
410,Watermelon Sugar,Harry Styles,1,9,31,False,11,2020-10-31,2020
411,Before You Go,Lewis Capaldi,9,11,38,False,12,2020-10-31,2020
412,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,6,13,16,False,13,2020-10-31,2020
413,Lonely,Justin Bieber & benny blanco,14,0,1,True,14,2020-10-31,2020
414,Go Crazy,Chris Brown & Young Thug,9,15,24,False,15,2020-10-31,2020
415,Got What I Got,Jason Aldean,16,16,21,False,16,2020-10-31,2020
416,One Of Them Girls,Lee Brice,17,17,21,False,17,2020-10-31,2020
417,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",2,18,37,False,18,2020-10-31,2020
418,Circles,Post Malone,1,19,60,False,19,2020-10-31,2020
419,Be Like That,Kane Brown With Swae Lee & Khalid,20,20,15,False,20,2020-10-31,2020
420,Dreams,Fleetwood Mac,1,12,22,False,21,2020-10-31,2020
421,Come & Go,Juice WRLD x Marshmello,2,21,15,False,22,2020-10-31,2020
422,Said Sum,Moneybagg Yo,23,33,16,False,23,2020-10-31,2020
423,Kings & Queens,Ava Max,24,32,11,False,24,2020-10-31,2020
424,What You Know Bout Love,Pop Smoke,25,29,7,False,25,2020-10-31,2020
425,Bang!,AJR,26,26,16,False,26,2020-10-31,2020
426,ily,surf mesa Featuring Emilee,27,28,22,False,27,2020-10-31,2020
427,More Than My Hometown,Morgan Wallen,28,30,19,False,28,2020-10-31,2020
428,Some Girls,Jameson Rodgers,29,34,11,False,29,2020-10-31,2020
429,Wonder,Shawn Mendes,18,22,3,False,30,2020-10-31,2020
430,Adore You,Harry Styles,6,25,46,False,31,2020-10-31,2020
431,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,11,38,16,False,32,2020-10-31,2020
432,Roses,SAINt JHN,4,31,31,False,33,2020-10-31,2020
433,Break My Heart,Dua Lipa,13,27,30,False,34,2020-10-31,2020
434,Whole Lotta Choppas,Sada Baby Featuring Nicki Minaj,35,0,2,False,35,2020-10-31,2020
435,Don't Start Now,Dua Lipa,2,35,51,False,36,2020-10-31,2020
436,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,37,41,20,False,37,2020-10-31,2020
437,Rags2Riches,Rod Wave Featuring ATR Son Son,12,39,17,False,38,2020-10-31,2020
438,Franchise,Travis Scott Featuring Young Thug & M.I.A.,1,23,4,False,39,2020-10-31,2020
439,Mood Swings,Pop Smoke Featuring Lil Tjay,17,37,16,False,40,2020-10-31,2020
440,Love You Like I Used To,Russell Dickerson,41,51,7,False,41,2020-10-31,2020
441,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,10,24,3,False,42,2020-10-31,2020
442,I Should Probably Go To Bed,Dan + Shay,42,44,12,False,43,2020-10-31,2020
443,Pretty Heart,Parker McCollum,44,47,15,False,44,2020-10-31,2020
444,Lovin' On You,Luke Combs,23,42,17,False,45,2020-10-31,2020
445,Popstar,DJ Khaled Featuring Drake,3,40,14,False,46,2020-10-31,2020
446,Levitating,Dua Lipa Featuring DaBaby,47,54,3,False,47,2020-10-31,2020
447,Midnight Sky,Miley Cyrus,14,50,10,False,48,2020-10-31,2020
448,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,45,45,13,False,49,2020-10-31,2020
449,Runnin,21 Savage & Metro Boomin,9,36,3,False,50,2020-10-31,2020
450,24,Money Man Featuring Lil Baby,49,49,10,False,51,2020-10-31,2020
451,You're Mines Still,Yung Bleu Featuring Drake,52,0,1,True,52,2020-10-31,2020
452,Tap In,Saweetie,20,46,15,False,53,2020-10-31,2020
453,My Ex's Best Friend,Machine Gun Kelly X blackbear,28,48,10,False,54,2020-10-31,2020
454,Wishing Well,Juice WRLD,5,52,15,False,55,2020-10-31,2020
455,Everywhere But On,Matt Stell,56,62,7,False,56,2020-10-31,2020
456,Better Together,Luke Combs,57,69,3,False,57,2020-10-31,2020
457,You Broke Me First.,Tate McRae,57,57,9,False,58,2020-10-31,2020
458,Hawai,Maluma & The Weeknd,55,55,9,False,59,2020-10-31,2020
459,Diamonds,Sam Smith,51,59,5,False,60,2020-10-31,2020
460,7 Summers,Morgan Wallen,6,56,10,False,61,2020-10-31,2020
461,Ain't Always The Cowboy,Jon Pardi,61,61,8,False,62,2020-10-31,2020
462,Don't Stop,Megan Thee Stallion Featuring Young Thug,30,53,3,False,63,2020-10-31,2020
463,Heather,Conan Gray,46,60,10,False,64,2020-10-31,2020
464,Starting Over,Chris Stapleton,57,64,8,False,65,2020-10-31,2020
465,Hit Different,SZA Featuring Ty Dolla $ign,29,66,7,False,66,2020-10-31,2020
466,Martin & Gina,Polo G,61,67,12,False,67,2020-10-31,2020
467,"Big, Big Plans",Chris Lane,68,78,3,False,68,2020-10-31,2020
468,B.S.,Jhene Aiko Featuring H.E.R.,24,76,12,False,69,2020-10-31,2020
469,U 2 Luv,Ne-Yo & Jeremih,70,80,3,False,70,2020-10-31,2020
470,Hate The Way,G-Eazy Featuring blackbear,71,0,1,True,71,2020-10-31,2020
471,The Bigger Picture,Lil Baby,3,68,19,False,72,2020-10-31,2020
472,Relacion,"Sech, Daddy Yankee & J Balvin Featuring ROSALIA & Farruko",64,75,7,False,73,2020-10-31,2020
473,Good Time,Niko Moon,74,84,3,False,74,2020-10-31,2020
474,Do It,Chloe X Halle,63,77,10,False,75,2020-10-31,2020
475,Greece,DJ Khaled Featuring Drake,8,71,14,False,76,2020-10-31,2020
476,Kacey Talk,YoungBoy Never Broke Again,50,82,10,False,77,2020-10-31,2020
477,Blind,DaBaby Featuring Young Thug,78,83,5,False,78,2020-10-31,2020
478,Put Your Records On,Ritt Momney,79,93,3,False,79,2020-10-31,2020
479,OK Not To Be OK,Marshmello & Demi Lovato,36,70,6,False,80,2020-10-31,2020
480,Canceled,Larray,81,0,1,True,81,2020-10-31,2020
481,Glock In My Lap,21 Savage & Metro Boomin,19,63,3,False,82,2020-10-31,2020
482,Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy",63,73,13,False,83,2020-10-31,2020
483,Ice Cream,BLACKPINK X Selena Gomez,13,72,8,False,84,2020-10-31,2020
484,Happy Does,Kenny Chesney,85,0,1,True,85,2020-10-31,2020
485,Smile,Juice WRLD & The Weeknd,8,89,10,False,86,2020-10-31,2020
486,Breaking Me,Topic & A7S,53,79,13,False,87,2020-10-31,2020
487,Cardigan,Taylor Swift,1,85,13,False,88,2020-10-31,2020
488,Girls In The Hood,Megan Thee Stallion,28,87,17,False,89,2020-10-31,2020
489,3 Headed Goat,Lil Durk Featuring Lil Baby & Polo G,43,96,16,False,90,2020-10-31,2020
490,I Called Mama,Tim McGraw,53,81,12,False,91,2020-10-31,2020
491,Bloody Valentine,Machine Gun Kelly,50,86,4,False,92,2020-10-31,2020
492,Throat Baby (Go Baby),BRS Kash,93,0,1,True,93,2020-10-31,2020
493,Hole In The Bottle,Kelsea Ballerini,94,95,2,False,94,2020-10-31,2020
494,La Jeepeta,Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,93,97,10,False,95,2020-10-31,2020
495,Caramelo,Ozuna x Karol G x Myke Towers,76,90,10,False,96,2020-10-31,2020
496,Pardon,T.I. Featuring Lil Baby,97,0,1,True,97,2020-10-31,2020
497,One Too Many,Keith Urban Duet With P!nk,62,99,4,False,98,2020-10-31,2020
498,Dollaz On My Head,Gunna Featuring Young Thug,38,91,19,False,99,2020-10-31,2020
499,Champagne Night,Lady A,100,0,1,True,100,2020-10-31,2020
500,Mood,24kGoldn Featuring iann dior,1,4,10,False,1,2020-10-24,2020
501,WAP,Cardi B Featuring Megan Thee Stallion,1,3,10,False,2,2020-10-24,2020
502,Laugh Now Cry Later,Drake Featuring Lil Durk,2,5,9,False,3,2020-10-24,2020
503,Blinding Lights,The Weeknd,1,6,46,False,4,2020-10-24,2020
504,Dynamite,BTS,1,2,8,False,5,2020-10-24,2020
505,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,1,1,18,False,6,2020-10-24,2020
506,Rockstar,DaBaby Featuring Roddy Ricch,1,7,26,False,7,2020-10-24,2020
507,I Hope,Gabby Barrett Featuring Charlie Puth,8,8,42,False,8,2020-10-24,2020
508,Watermelon Sugar,Harry Styles,1,11,30,False,9,2020-10-24,2020
509,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,10,12,9,False,10,2020-10-24,2020
510,Before You Go,Lewis Capaldi,9,13,37,False,11,2020-10-24,2020
511,Dreams,Fleetwood Mac,1,21,21,False,12,2020-10-24,2020
512,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,6,15,15,False,13,2020-10-24,2020
513,Holy,Justin Bieber Featuring Chance The Rapper,3,14,4,False,14,2020-10-24,2020
514,Go Crazy,Chris Brown & Young Thug,9,17,23,False,15,2020-10-24,2020
515,Got What I Got,Jason Aldean,16,23,20,False,16,2020-10-24,2020
516,One Of Them Girls,Lee Brice,17,20,20,False,17,2020-10-24,2020
517,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",2,16,36,False,18,2020-10-24,2020
518,Circles,Post Malone,1,22,59,False,19,2020-10-24,2020
519,Be Like That,Kane Brown With Swae Lee & Khalid,20,27,14,False,20,2020-10-24,2020
520,Come & Go,Juice WRLD x Marshmello,2,24,14,False,21,2020-10-24,2020
521,Wonder,Shawn Mendes,18,18,2,False,22,2020-10-24,2020
522,Franchise,Travis Scott Featuring Young Thug & M.I.A.,1,25,3,False,23,2020-10-24,2020
523,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,10,10,2,False,24,2020-10-24,2020
524,Adore You,Harry Styles,6,28,45,False,25,2020-10-24,2020
525,Bang!,AJR,26,35,15,False,26,2020-10-24,2020
526,Break My Heart,Dua Lipa,13,29,29,False,27,2020-10-24,2020
527,ily,surf mesa Featuring Emilee,28,41,21,False,28,2020-10-24,2020
528,What You Know Bout Love,Pop Smoke,29,44,6,False,29,2020-10-24,2020
529,More Than My Hometown,Morgan Wallen,30,38,18,False,30,2020-10-24,2020
530,Roses,SAINt JHN,4,31,30,False,31,2020-10-24,2020
531,Kings & Queens,Ava Max,32,46,10,False,32,2020-10-24,2020
532,Said Sum,Moneybagg Yo,24,51,15,False,33,2020-10-24,2020
533,Some Girls,Jameson Rodgers,34,45,10,False,34,2020-10-24,2020
534,Don't Start Now,Dua Lipa,2,39,50,False,35,2020-10-24,2020
535,Runnin,21 Savage & Metro Boomin,9,9,2,False,36,2020-10-24,2020
536,Mood Swings,Pop Smoke Featuring Lil Tjay,17,36,15,False,37,2020-10-24,2020
537,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,11,42,15,False,38,2020-10-24,2020
538,Rags2Riches,Rod Wave Featuring ATR Son Son,12,49,16,False,39,2020-10-24,2020
539,Popstar,DJ Khaled Featuring Drake,3,34,13,False,40,2020-10-24,2020
540,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,41,52,19,False,41,2020-10-24,2020
541,Lovin' On You,Luke Combs,23,40,16,False,42,2020-10-24,2020
542,If The World Was Ending,JP Saxe Featuring Julia Michaels,27,43,29,False,43,2020-10-24,2020
543,I Should Probably Go To Bed,Dan + Shay,42,54,11,False,44,2020-10-24,2020
544,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,45,58,12,False,45,2020-10-24,2020
545,Tap In,Saweetie,20,47,14,False,46,2020-10-24,2020
546,Pretty Heart,Parker McCollum,47,63,14,False,47,2020-10-24,2020
547,My Ex's Best Friend,Machine Gun Kelly X blackbear,28,50,9,False,48,2020-10-24,2020
548,24,Money Man Featuring Lil Baby,49,60,9,False,49,2020-10-24,2020
549,Midnight Sky,Miley Cyrus,14,55,9,False,50,2020-10-24,2020
550,Love You Like I Used To,Russell Dickerson,51,68,6,False,51,2020-10-24,2020
551,Wishing Well,Juice WRLD,5,62,14,False,52,2020-10-24,2020
552,Don't Stop,Megan Thee Stallion Featuring Young Thug,30,30,2,False,53,2020-10-24,2020
553,Levitating,Dua Lipa Featuring DaBaby,54,73,2,False,54,2020-10-24,2020
554,Hawai,Maluma & The Weeknd,55,66,8,False,55,2020-10-24,2020
555,7 Summers,Morgan Wallen,6,67,9,False,56,2020-10-24,2020
556,You Broke Me First.,Tate McRae,57,72,8,False,57,2020-10-24,2020
557,"Baby, I'm Jealous",Bebe Rexha Featuring Doja Cat,58,0,1,True,58,2020-10-24,2020
558,Diamonds,Sam Smith,51,80,4,False,59,2020-10-24,2020
559,Heather,Conan Gray,46,69,9,False,60,2020-10-24,2020
560,Ain't Always The Cowboy,Jon Pardi,61,75,7,False,61,2020-10-24,2020
561,Everywhere But On,Matt Stell,62,79,6,False,62,2020-10-24,2020
562,Glock In My Lap,21 Savage & Metro Boomin,19,19,2,False,63,2020-10-24,2020
563,Starting Over,Chris Stapleton,57,81,7,False,64,2020-10-24,2020
564,Cool Again,Kane Brown,29,70,20,False,65,2020-10-24,2020
565,Hit Different,SZA Featuring Ty Dolla $ign,29,87,6,False,66,2020-10-24,2020
566,Martin & Gina,Polo G,61,86,11,False,67,2020-10-24,2020
567,The Bigger Picture,Lil Baby,3,89,18,False,68,2020-10-24,2020
568,Better Together,Luke Combs,69,0,2,False,69,2020-10-24,2020
569,OK Not To Be OK,Marshmello & Demi Lovato,36,82,5,False,70,2020-10-24,2020
570,Greece,DJ Khaled Featuring Drake,8,88,13,False,71,2020-10-24,2020
571,Ice Cream,BLACKPINK X Selena Gomez,13,64,7,False,72,2020-10-24,2020
572,Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy",63,85,12,False,73,2020-10-24,2020
573,Rich N*gga Sh*t,21 Savage & Metro Boomin Featuring Young Thug,26,26,2,False,74,2020-10-24,2020
574,Relacion,"Sech, Daddy Yankee & J Balvin Featuring ROSALIA & Farruko",64,92,6,False,75,2020-10-24,2020
575,B.S.,Jhene Aiko Featuring H.E.R.,24,97,11,False,76,2020-10-24,2020
576,Do It,Chloe X Halle,63,94,9,False,77,2020-10-24,2020
577,"Big, Big Plans",Chris Lane,78,0,2,False,78,2020-10-24,2020
578,Breaking Me,Topic & A7S,53,78,12,False,79,2020-10-24,2020
579,U 2 Luv,Ne-Yo & Jeremih,80,0,2,False,80,2020-10-24,2020
580,I Called Mama,Tim McGraw,53,53,11,False,81,2020-10-24,2020
581,Kacey Talk,YoungBoy Never Broke Again,50,98,9,False,82,2020-10-24,2020
582,Blind,DaBaby Featuring Young Thug,83,99,4,False,83,2020-10-24,2020
583,Good Time,Niko Moon,84,0,2,False,84,2020-10-24,2020
584,Cardigan,Taylor Swift,1,77,12,False,85,2020-10-24,2020
585,Bloody Valentine,Machine Gun Kelly,50,90,3,False,86,2020-10-24,2020
586,Girls In The Hood,Megan Thee Stallion,28,95,16,False,87,2020-10-24,2020
587,Slidin,21 Savage & Metro Boomin,32,32,2,False,88,2020-10-24,2020
588,Smile,Juice WRLD & The Weeknd,8,0,9,False,89,2020-10-24,2020
589,Caramelo,Ozuna x Karol G x Myke Towers,76,100,9,False,90,2020-10-24,2020
590,Dollaz On My Head,Gunna Featuring Young Thug,38,0,18,False,91,2020-10-24,2020
591,Epidemic,Polo G,47,93,3,False,92,2020-10-24,2020
592,Put Your Records On,Ritt Momney,93,0,2,False,93,2020-10-24,2020
593,Many Men,21 Savage & Metro Boomin,33,33,2,False,94,2020-10-24,2020
594,Hole In The Bottle,Kelsea Ballerini,95,0,1,True,95,2020-10-24,2020
595,3 Headed Goat,Lil Durk Featuring Lil Baby & Polo G,43,0,15,False,96,2020-10-24,2020
596,La Jeepeta,Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,93,0,9,False,97,2020-10-24,2020
597,Sofia,Clairo,98,0,1,True,98,2020-10-24,2020
598,One Too Many,Keith Urban Duet With P!nk,62,0,3,False,99,2020-10-24,2020
599,You Got It,VEDO,87,0,4,False,100,2020-10-24,2020
600,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,1,8,17,False,1,2020-10-17,2020
601,Dynamite,BTS,1,2,7,False,2,2020-10-17,2020
602,WAP,Cardi B Featuring Megan Thee Stallion,1,3,9,False,3,2020-10-17,2020
603,Mood,24kGoldn Featuring iann dior,4,5,9,False,4,2020-10-17,2020
604,Laugh Now Cry Later,Drake Featuring Lil Durk,2,4,8,False,5,2020-10-17,2020
605,Blinding Lights,The Weeknd,1,6,45,False,6,2020-10-17,2020
606,Rockstar,DaBaby Featuring Roddy Ricch,1,7,25,False,7,2020-10-17,2020
607,I Hope,Gabby Barrett Featuring Charlie Puth,8,10,41,False,8,2020-10-17,2020
608,Runnin,21 Savage & Metro Boomin,9,0,1,True,9,2020-10-17,2020
609,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,10,0,1,True,10,2020-10-17,2020
610,Watermelon Sugar,Harry Styles,1,9,29,False,11,2020-10-17,2020
611,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,12,14,8,False,12,2020-10-17,2020
612,Before You Go,Lewis Capaldi,9,11,36,False,13,2020-10-17,2020
613,Holy,Justin Bieber Featuring Chance The Rapper,3,12,3,False,14,2020-10-17,2020
614,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,6,15,14,False,15,2020-10-17,2020
615,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",2,13,35,False,16,2020-10-17,2020
616,Go Crazy,Chris Brown & Young Thug,9,16,22,False,17,2020-10-17,2020
617,Wonder,Shawn Mendes,18,0,1,True,18,2020-10-17,2020
618,Glock In My Lap,21 Savage & Metro Boomin,19,0,1,True,19,2020-10-17,2020
619,One Of Them Girls,Lee Brice,18,18,19,False,20,2020-10-17,2020
620,Dreams,Fleetwood Mac,1,0,20,False,21,2020-10-17,2020
621,Circles,Post Malone,1,17,58,False,22,2020-10-17,2020
622,Got What I Got,Jason Aldean,19,19,19,False,23,2020-10-17,2020
623,Come & Go,Juice WRLD x Marshmello,2,20,13,False,24,2020-10-17,2020
624,Franchise,Travis Scott Featuring Young Thug & M.I.A.,1,1,2,False,25,2020-10-17,2020
625,Rich N*gga Sh*t,21 Savage & Metro Boomin Featuring Young Thug,26,0,1,True,26,2020-10-17,2020
626,Be Like That,Kane Brown With Swae Lee & Khalid,22,23,13,False,27,2020-10-17,2020
627,Adore You,Harry Styles,6,24,44,False,28,2020-10-17,2020
628,Break My Heart,Dua Lipa,13,25,28,False,29,2020-10-17,2020
629,Don't Stop,Megan Thee Stallion Featuring Young Thug,30,0,1,True,30,2020-10-17,2020
630,Roses,SAINt JHN,4,22,29,False,31,2020-10-17,2020
631,Slidin,21 Savage & Metro Boomin,32,0,1,True,32,2020-10-17,2020
632,Many Men,21 Savage & Metro Boomin,33,0,1,True,33,2020-10-17,2020
633,Popstar,DJ Khaled Featuring Drake,3,21,12,False,34,2020-10-17,2020
634,Bang!,AJR,32,32,14,False,35,2020-10-17,2020
635,Mood Swings,Pop Smoke Featuring Lil Tjay,17,27,14,False,36,2020-10-17,2020
636,Fallin',Why Don't We,37,0,1,True,37,2020-10-17,2020
637,More Than My Hometown,Morgan Wallen,34,34,17,False,38,2020-10-17,2020
