,desc_keywords
47,"{'love': 3, 'lies': 2, 'song': 2, 'khalid': 2, 'normani': 2, 'original': 1, 'feature': 1, 'movie': 1, 'simon': 1, 'collaboration': 1, 'artist': 1, 'fifth': 1, 'harmonys': 1, 'kordei': 1, 'serve': 1, 'normanis': 1, 'official': 1, 'solo': 1, 'debut': 1, 'day': 1, 'release': 1, 'tweet': 1, 'm': 1, 'proud': 1, 'body': 1, 'work': 1, 'lucky': 1, 'create': 1, 'billboard': 1, 'rank': 1, 'good': 1}"
48,{}
49,{}
50,"{'khalids': 2, 'previous': 2, 'single': 2, 'feature': 2, 'song': 2, 'love': 2, 'khalid': 2, 'hometown': 2, 'el': 2, 'paso': 2, 'serve': 1, 'follow': 1, 'otw': 1, 'verse': 1, '6lack': 1, 'ty': 1, 'dolla': 1, 'ign': 1, 'significant': 1, 'highlight': 1, 'necessity': 1, 'listen': 1, 'sound': 1, 'dive': 1, 'hook': 1, 'low': 1, 'friend': 1, 'benefit': 1, 'feel': 1, 'sexual': 1, 'relationship': 1, 'share': 1, 'cover': 1, 'art': 1, 'handwritten': 1, 'note': 1, 'shout': 1, 'texas': 1, 'area': 1, 'code': 1, 'better': 1, 'release': 1, 'day': 1, 'september': 1}"
51,"{'song': 3, 'gaga': 2, 'release': 2, 'shallow': 1, 'lady': 1, 'bradley': 1, 'cooper': 1, 'movie': 1, 'star': 1, 'bear': 1, 'feature': 1, 'film': 1, 'soundtrack': 1, 'track': 1, 'jump': 1, 'love': 1, 'look': 1, 'announce': 1, 'date': 1, 'single': 1, 'day': 1, 'social': 1, 'medium': 1, 'win': 1, 'oscar': 1, 'best': 1, 'original': 1, 'february': 1}"
52,"{'song': 5, 'release': 4, 'christmas': 3, 'cozy': 1, 'little': 1, 'katy': 1, 'perrys': 1, 'second': 1, 'day': 1, 'holiday': 1, 'promotion': 1, 'h&m': 1, 'perry': 1, 'write': 1, 'spend': 1, 'family': 1, 'copenhagen': 1, 'lyric': 1, 'talk': 1, 'need': 1, 'gift': 1, 'love': 1, 'important': 1, 'amazon': 1, 'music': 1, 'exclusive': 1, 'intend': 1, 'platform': 1, 'near': 1, 'future': 1, 'happen': 1}"
53,"{'song': 5, 'come': 4, 'play': 4, 'thing': 3, 'write': 3, 'best': 2, 'college': 2, 'record': 2, 'people': 2, 'country': 2, 'radio': 2, 'story': 1, 'luke': 1, 'combss': 1, 'word': 1, 'think': 1, 'original': 1, 'title': 1, 'got': 1, 'remember': 1, 'rob': 1, 'singe': 1, 'melody': 1, 'happen': 1, 'school': 1, 'live': 1, 'north': 1, 'carolina': 1, 'end': 1, 'town': 1, 'visit': 1, 'boone': 1, 'start': 1, 'little': 1, 'gig': 1, 'stuff': 1, 'nashville': 1, 'month': 1, 'year': 1, 'july': 1, 'know': 1, 's': 1, 'listen': 1, 'week': 1, 'mind': 1, 'sell': 1, 'copy': 1, 'everyones': 1, 'hear': 1, 'album': 1, 'road': 1, 'reaction': 1, 'good': 1, 'sense': 1, 'chance': 1, 'siriusxm': 1, 'satellite': 1, 'station': 1, 'highway': 1, 'hurricane': 1, 'want': 1, 'version': 1}"
54,{}
55,"{'wayne': 3, 'song': 1, 'lil': 1, 'warn': 1, 'enemy': 1, 'stop': 1, 'play': 1, 'cause': 1, 'uproar': 1, 'instrumental': 1, 'produce': 1, 'swizz': 1, 'beatz': 1, 'avenue': 1, 'recreation': 1, 'g': 1, 'deps': 1, 'single': 1, 'special': 1, 'delivery': 1, 'remixe': 1, 'dedication': 1, 'track': 1, 'green': 1, 'ranger': 1, 'remix': 1, 'state': 1, 'beat': 1}"
56,"{'reimbursement': 1, 'carry': 1, 'verse': 1, 'hook': 1, 'waka': 1, 'dummy': 1, 'boy': 1, 'boogie': 1, 'reunite': 1, 'london': 1, 'da': 1, 'track': 1, 'production': 1, 'rap': 1, 'wild': 1, 'explicit': 1, 'life': 1, 'party': 1, 'street': 1, 'credit': 1, 'gorgeous': 1, 'girl': 1}"
57,"{'song': 1, 'savage': 1, 'gunna': 1, 'lil': 1, 'baby': 1, 'boast': 1, 'wealth': 1, 'style': 1, 'sexual': 1, 'endeavor': 1, 'rap': 1, 'gun': 1, 'note': 1, 'leave': 1, 'protect': 1, 'possession': 1}"
58,"{'feel': 4, 'come': 3, 'sing': 3, 'day': 2, 'remember': 2, 'overwhelmed': 2, 'time': 2, 'night': 2, 'hear': 2, 'song': 2, 'award': 1, 'walk': 1, 'studio': 1, 'producer': 1, 'paul': 1, 'jason': 1, 'ask': 1, 'world': 1, 'write': 1, 'happen': 1, 'normal': 1, 'reality': 1, 'bring': 1, 'issue': 1, 'identity': 1, 'try': 1, 'figure': 1, 'exist': 1, 'thing': 1, 'pull': 1, 'different': 1, 'direction': 1, 'finish': 1, 'writing': 1, 'demo': 1, 'recording': 1, 'course': 1, 'year': 1, 'touring': 1, 'start': 1, 'fan': 1, 'record': 1, 'fun': 1, 'process': 1, 'challenge': 1, 'present': 1, 'd': 1, 'live': 1, 'place': 1, 'express': 1, 'want': 1}"
59,"{'goulding': 3, 'producer': 2, 'lee': 2, 'proper': 1, 'single': 1, 'time': 1, 'kygo': 1, 'ellie': 1, 'team': 1, 'diplo': 1, 'rapper': 1, 'swae': 1, 'rae': 1, 'sremmurd': 1, 'trap': 1, 'poppy': 1, 'close': 1, 'write': 1, 'connection': 1, 'kindred': 1, 'spirit': 1, 'song': 1, 'premiere': 1, 'bbc': 1, 'radio': 1, 'release': 1, 'october': 1, 'track': 1, 'duet': 1, 'significant': 1, 'fuel': 1, 'fire': 1, 'wild': 1, 'collaboration': 1, 'come': 1, 'engagement': 1, 'casper': 1, 'jopling': 1}"
60,"{'best': 1, 'shot': 1, 'base': 1, 'nathan': 1, 'haleys': 1, 'relationship': 1, 'tree': 1, 'hill': 1}"
61,"{'release': 4, 'song': 3, 'dangerous': 2, 'track': 2, 'album': 2, 'championships': 2, 'november': 2, 'short': 2, 'ep': 2, 'new': 2, 'gold': 2, 'status': 2, 'penultimate': 1, 'meek': 1, 'mills': 1, 'fourth': 1, 'studio': 1, 'title': 1, '30th': 1, 'year': 1, '6th': 1, 'july': 1, 'artist': 1, 'legend': 1, 'summer': 1, 'consist': 1, 'original': 1, 'composition': 1, 'philadelphia': 1, 'native': 1, 'extended': 1, 'play': 1, 'happen': 1, 'day': 1, 'rapper': 1, 'prison': 1, 'herald': 1, 'commencement': 1, 'work': 1, 'length': 1, 'lp': 1, 'project': 1, 'feature': 1, '28th': 1, 'certify': 1, 'riaa': 1, 'acquire': 1, 'plaque': 1, 'https://twitter.com/rocnation/status/1067984026156306432': 1}"
62,"{'song': 5, 'release': 3, 'dean': 2, 'music': 2, 'people': 2, 'debut': 2, 'alright': 1, 'deep': 1, 'meaningful': 1, 'hardship': 1, 'break': 1, 'destroy': 1, 'friend': 1, 'help': 1, 'offer': 1, 'painful': 1, 'necessary': 1, 'advice': 1, 'interview': 1, 'explain': 1, 'worried': 1, 'sad': 1, 'trust': 1, 'm': 1, 'ok': 1, 'hope': 1, 'know': 1, 'end': 1, 'thing': 1, 'work': 1, 'surround': 1, 'good': 1, 'track': 1, 'june': 1, 'lead': 1, 'single': 1, 'forthcoming': 1, 'studio': 1, 'album': 1, 'ep': 1, 'kind': 1, 'different': 1, 'month': 1, 'video': 1, 'surface': 1, 'reach': 1, 'number': 1, 'certify': 1, 'double': 1, 'platinum': 1, 'australia': 1, 'home': 1, 'country': 1, 'singer': 1, 'september': 1, 'acoustic': 1, 'version': 1}"
63,"{'guy': 2, 'drunken': 2, 'song': 1, 'girlfriend': 1, 'break': 1, 'drunk': 1, 'try': 1, 'ask': 1, 'forgiveness': 1, 'stop': 1, 'way': 1, 'self': 1, 'nt': 1, 'girl': 1, 'love': 1}"
64,"{'new': 3, 'night': 3, 'club': 3, 'pay': 2, 'york': 2, 'look': 1, 'highbridge': 1, 'rapper': 1, 'continue': 1, 'success': 1, 'startender': 1, 'co': 1, 'star': 1, 'tyga': 1, 'offset': 1, 'evident': 1, 'title': 1, 'record': 1, 'homage': 1, 'bartender': 1, 'yorks': 1, 'infamous': 1, 'starlets': 1, 'fair': 1, 'share': 1, 'challenge': 1, 'include': 1, 'closing': 1, 'issue': 1, 'police': 1, 'department': 1, 'play': 1, 'hip': 1, 'hop': 1, 'culture': 1, 'city': 1, 'time': 1, 'result': 1, 'boogie': 1, 'decide': 1, 'respect': 1, 'woman': 1, 'run': 1}"
65,"{'release': 2, 'look': 1, 'boogie': 1, 'interpolate': 1, 'flow': 1, 'rhythm': 1, 'michael': 1, 'jacksons': 1, 'rock': 1, 'world': 1, 'verse': 1, 'remember': 1, 'time': 1, 'post': 1, 'chorus': 1, 'snippet': 1, 'boogies': 1, 'instagram': 1, 'date': 1, 'december': 1, 'year': 1, 'song': 1}"
66,"{'post': 2, 'friendship': 2, 'fame': 2, 'money': 2, 'friend': 1, 'savage': 1, 'malone': 1, 'reflect': 1, 'success': 1, 'affect': 1, 'gain': 1, 'wealth': 1, 'respective': 1, 'relationship': 1, 'envious': 1, 'people': 1, 'deteriorate': 1, 'experience': 1, 'rise': 1, 'sit': 1, 'rob': 1, 'markman': 1, 'record': 1, 'explain': 1, 'begin': 1, 'lose': 1, 'start': 1, 'street': 1, 'rap': 1, 'career': 1}"
67,"{'bad': 3, 'x': 3, 'instagram': 3, 'lead': 2, 'single': 2, 'album': 2, 'snippet': 2, 'release': 2, 'xs': 2, 'woman': 2, 'november': 2, 'xxxtentacion': 1, 'posthumous': 1, 'skin': 1, 'animate': 1, 'music': 1, 'video': 1, 'emoji': 1, 'april': 1, 'producer': 1, 'john': 1, 'cunningham': 1, 'confirm': 1, 'story': 1, 'track': 1, 'enamored': 1, 'ask': 1, 'romance': 1, 'affection': 1, 'describe': 1, 'suggest': 1, 'attractive': 1, 'announce': 1, 'mother': 1, 'cleo': 1, 'song': 1, 'post': 1, 'lyric': 1, 'tumblr': 1, 'page': 1}"
68,"{'cardi': 3, 'video': 3, 'rapper': 2, 'fontaine': 2, 'release': 2, 'track': 2, 'song': 2, 'music': 2, 'team': 1, 'hitmaker': 1, 'b': 1, 'pardison': 1, 'hip': 1, 'hop': 1, 'backin': 1, 'rap': 1, 'note': 1, 'time': 1, 'almanzar': 1, 'work': 1, 'good': 1, 'friend': 1, 'evidence': 1, 'past': 1, 'collaboration': 1, 'find': 1, 'debut': 1, 'album': 1, 'invasion': 1, 'privacysuch': 1, 'hit': 1, 'single': 1, 'bodak': 1, 'yellowas': 1, 'old': 1, 'pair': 1, 'party': 1, 'rise': 1, 'fame': 1, 'indicate': 1, 'friendship': 1, 'tease': 1, 'award': 1, 'afterparty': 1, 'attend': 1, 'early': 1, 'september': 1, 'year': 1, 'accompany': 1, 'feature': 1, 'pardi': 1, 'hang': 1, 'pizzeria': 1, 'light': 1, 'dancefloor': 1, 'bronx': 1, 'raise': 1, 'join': 1}"
69,"{'menacing': 1, 'track': 1, 'savage': 1, 'rap': 1, 'number': 1, 'topic': 1, 'include': 1, 'gang': 1, 'affiliation': 1, 'affluence': 1, 'tendency': 1, 'break': 1, 'da': 1, 'law': 1, 'song': 1, 'produce': 1, 'metro': 1, 'boomin': 1, 'southside': 1, 'additional': 1, 'production': 1, 'doughboy': 1, 'beatz': 1}"
70,"{'track': 4, 'imagine': 3, 'single': 3, 'ex': 3, 'music': 3, 'thank': 2, 'u': 2, 'love': 2, 'confirm': 2, 'boyfriend': 2, 'miller': 2, 'pass': 2, 'ariana': 2, 'video': 2, 'promotional': 1, 'unattainable': 1, 'unreachable': 1, 'describe': 1, 'opposite': 1, 'central': 1, 'message': 1, 'self': 1, 'empowerment': 1, 'inspiration': 1, 'lie': 1, 'death': 1, 'grandes': 1, 'mac': 1, 'drug': 1, 'overdose': 1, 'parted': 1, 'way': 1, 'suggest': 1, 'song': 1, 'unattainability': 1, 'line': 1, 'mirror': 1, 'macs': 1, 'cinderella': 1, 'https://twitter.com/arianagrande/status/1073027444838412289': 1, 'tease': 1, 'sweetener': 1, 'breathin': 1, 'similar': 1, 'tear': 1, 'leave': 1, 'cry': 1, 'continue': 1, 'associate': 1, 'cover': 1, 'art': 1, 'designer': 1, 'backup': 1, 'dancer': 1, 'ricky': 1, 'rozay': 1, 'simple': 1, 'black': 1, 'white': 1, 'character': 1, 'translate': 1, 'chinese': 1, 'imagination': 1, 'japanese': 1}"
71,"{'talk': 1, 'serve': 1, 'fifth': 1, 'track': 1, 'lead': 1, 'single': 1, 'tory': 1, 'lanez': 1, 'summer': 1, 'album': 1, 'love': 1, 'airy': 1, 'vocal': 1, 'fargo': 1, 'verse': 1, 'rich': 1, 'kid': 1, 'rapper': 1, 'brag': 1, 'woman': 1, 'car': 1, 'jewelry': 1}"
72,"{'gambino': 2, 'track': 1, 'savage': 1, 'childish': 1, 'rap': 1, 'wealth': 1, 'notoriety': 1, 'turn': 1, 'monster': 1, 'offer': 1, 'final': 1, 'feature': 1}"
73,"{'song': 3, 'spirit': 2, 'kodak': 2, 'talk': 2, 'florida': 1, 'artist': 1, 'black': 1, 'album': 1, 'die': 1, 'live': 1, 'produce': 1, 'southside': 1, 'jake': 1, 'emotional': 1, 'track': 1, 'rap': 1, 'industry': 1, 'need': 1, 'sell': 1, 'soul': 1, 'actual': 1, 'attention': 1, 'fame': 1}"
74,"{'song': 4, 'album': 4, 'camila': 3, 'release': 3, 'kind': 2, 'aftermath': 2, 'feel': 2, 'consequences': 2, 'love': 2, 'track': 2, 'work': 2, 'consequence': 1, 'follow': 1, 'relationship': 1, 'portray': 1, 'lot': 1, 'story': 1, 'different': 1, 'phase': 1, 'intoxicating': 1, 'hard': 1, 'mind': 1, 'compare': 1, 'hint': 1, 'year': 1, 'twitter': 1, 'livestream': 1, 'mention': 1, 'excited': 1, 'share': 1, 'fan': 1, 'month': 1, 'single': 1, 'feature': 1, 'orchestra': 1, 'mark': 1, 'final': 1, 'lead': 1, 'deserve': 1, 'break': 1, 'begin': 1, 'second': 1}"
75,"{'concert': 2, 'armed': 1, 'dangerous': 1, 'juice': 1, 'wrlds': 1, 'lifestyle': 1, 'fill': 1, 'wealth': 1, 'drug': 1, 'gun': 1, 'reflect': 1, 'superiority': 1, 'famous': 1, 'song': 1, 'perform': 1, 'copenhagen': 1, 'amsterdam': 1, 'juicewrld': 1, 'world': 1, 'domination': 1, 'tour': 1, 'clip': 1, 'include': 1, 'music': 1, 'video': 1, 'release': 1, 'month': 1, 'november': 1, 'march': 1, 'add': 1, 'fifth': 1, 'track': 1, 'debut': 1, 'studio': 1, 'album': 1, 'goodbye': 1, 'good': 1, 'riddance': 1}"
76,"{'song': 2, 'spanish': 2, 'arm': 1, 'xxxtentacion': 1, 'swae': 1, 'lee': 1, 'maluma': 1, 'sing': 1, 'embrace': 1, 'woman': 1, 'love': 1, 'lil': 1, 'pumps': 1, 'verse': 1, 'inconsistent': 1, 'theme': 1, 'rap': 1, 'wealth': 1, 'drug': 1, 'use': 1, 'polygamous': 1, 'nature': 1, 'consider': 1, 'spiritual': 1, 'successor': 1, 'speak': 1, 'lol': 1, 'xs': 1, 'sophomore': 1, 'studio': 1, 'album': 1}"
77,"{'mark': 3, 'ronson': 2, 'miley': 2, 'song': 2, 'break': 1, 'heart': 1, 'collaboration': 1, 'producer': 1, 'country': 1, 'pop': 1, 'star': 1, 'cyrus': 1, 'speak': 1, 'desperate': 1, 'scene': 1, 'lover': 1, 'underscore': 1, 'dour': 1, 'persona': 1, 'surround': 1, 'heartbreak': 1, 'disaster': 1, 'life': 1, 'track': 1, 'tease': 1, 'twitter': 1, 'unknown': 1, 'artist': 1, 'reveal': 1, 'follow': 1, 'day': 1, 'duo': 1, 'perform': 1, 'time': 1, 'graham': 1, 'norton': 1, 'december': 1}"
78,"{'song': 3, 'thomas': 2, 'release': 2, 'album': 2, 'rhett': 1, 'itunes': 1, 'august': 1, '10th': 1, 'promo': 1, 'single': 1, 'come': 1, 'rhetts': 1, 'life': 1, 'changes': 1, 'crave': 1, 'unforgettable': 1, 'look': 1, 'young': 1, 'year': 1, 'wish': 1, 'time': 1, 'great': 1, 'memory': 1}"
79,"{'life': 1, 'struggle': 1, 'big': 1, 'man': 1}"
80,"{'song': 5, 'love': 2, 'video': 2, 'beautiful': 1, 'crazy': 1, 'different': 1, 'reason': 1, 'like': 1, 'girl': 1, 'taste': 1, 'country': 1, 'describe': 1, 'slow': 1, 'personal': 1, 'showcase': 1, 'singer': 1, 'talent': 1, 'popular': 1, 'post': 1, 'shoot': 1, 'iphone': 1, 'facebook': 1, 'play': 1, 'view': 1}"
81,"{'release': 4, 'eilish': 4, 'video': 4, 'song': 3, 'official': 3, 'second': 2, 'singer': 2, 'instagram': 2, 'tour': 2, 'single': 1, 'fall': 1, 'partys': 1, 'billie': 1, 'distance': 1, 'lover': 1, 'describe': 1, 'sad': 1, 'angry': 1, 'mood': 1, 'tease': 1, 'eilishs': 1, 'brother': 1, 'produce': 1, 'track': 1, 'finneas': 1, 'twitter': 1, 'share': 1, 'post': 1, 'later': 1, 'story': 1, 'confirm': 1, 'music': 1, 'addition': 1, 'spotify': 1, 'vertical': 1, 'ready': 1, 'october': 1, '25th': 1, 'inspire': 1, 'fan': 1, 'artwork': 1, 'feature': 1, 'cry': 1, 'thick': 1, 'inky': 1, 'black': 1, 'tear': 1, 'reach': 1, 'youtube': 1, 'trend': 1, 'country': 1, 'include': 1, 'perform': 1, '30th': 1, 'january': 1, 'tuning': 1, 'fork': 1, 'auckland': 1, 'new': 1, 'zealand': 1, 'stay': 1, 'setlist': 1, 's': 1, 'mind': 1}"
82,"{'ava': 3, 'max': 3, 'psycho': 3, 'song': 3, 'week': 3, 'interview': 2, 'end': 2, 'love': 2, 'sweet': 2, 'peak': 2, 'jams': 1, 'track': 1, 'girl': 1, 'misunderstood': 1, 'relationship': 1, 'think': 1, 'mind': 1, 'reality': 1, 's': 1, 'strong': 1, 'independent': 1, 'female': 1, 'guy': 1, 'like': 1, 'music': 1, 'video': 1, 'release': 1, 'august': 1, 'direct': 1, 'bengali': 1, 'american': 1, 'filmmaker': 1, 'shomi': 1, 'patwary': 1, 'crazy': 1, 'place': 1, 'theatric': 1, 'appear': 1, 'genius': 1, 'series': 1, 'verify': 1, 'explain': 1, 'meaning': 1, 'https://www.youtube.com/watch?v=p9nspo-qtv0': 1, 'country': 1, 'include': 1, 'uk': 1, 'spend': 1, 'billboard': 1, 'bubble': 1, 'hot': 1, 'december': 1, 'january': 1}"
83,"{'song': 2, 'return': 1, 'trademark': 1, 'dance': 1, 'pop': 1, 'sound': 1, 'fiery': 1, 'collaboration': 1, 'nghtmre': 1, 'save': 1, 'chainsmokers': 1, 'team': 1, 'country': 1, 'singer': 1, 'kelsea': 1, 'ballerini': 1, 'late': 1, 'hit': 1, 'feature': 1, 'frequent': 1, 'collaborator': 1, 'emily': 1, 'warren': 1, 'songwriter': 1, 'track': 1, 'announce': 1, 'instagram': 1, 'post': 1, 'day': 1, 'release': 1}"
84,"{'jacquees': 3, 'song': 2, 'album': 2, 'american': 1, 'singer': 1, 'anythang': 1, 'soundtrack': 1, 'feature': 1, 'birdmans': 1, 'collaborative': 1, 'lose': 1, 'sea': 1, 'detail': 1, 'want': 1, 'girl': 1, 'time': 1}"
85,"{'collaboration': 1, 'migos': 1, 'member': 1, 'offset': 1, 'savage': 1, 'work': 1, 'collab': 1, 'tape': 1, 'warning': 1, 'metro': 1, 'boomin': 1, 'track': 1, 'consist': 1, 'nonstop': 1, 'financial': 1, 'flex': 1, 'mention': 1, 'woman': 1}"
86,{}
87,"{'track': 4, 'night': 2, 'album': 2, 'fourth': 1, 'savages': 1, 'sophomore': 1, 'song': 1, 'contain': 1, 'sample': 1, 'carlos': 1, 'santanas': 1, 'samba': 1, 'pa': 1, 'ti': 1, 'sequel': 1, 'pt': 1, 'include': 1, 'bonus': 1, 'deluxe': 1, 'edition': 1, 'additional': 1, 'verse': 1, 'travis': 1, 'scott': 1}"
88,{}
89,"{'song': 4, 'french': 2, 'drake': 2, 'title': 2, 'august': 2, 'release': 2, 'music': 2, 'rap': 2, 'stylist': 1, 'collaboration': 1, 'montana': 1, 'base': 1, 'sequel': 1, 'shopping': 1, 'verse': 1, 'continue': 1, 'fan': 1, 'flame': 1, 'beef': 1, 'kanye': 1, 'west': 1, 'tease': 1, 'twitter': 1, 'preview': 1, 'tao': 1, 'downtown': 1, 'nightclub': 1, 'new': 1, 'york': 1, 'city': 1, 'beats': 1, 'radio': 1, 'september': 1, 'artwork': 1, 'reminiscent': 1, 'fresh': 1, 'prince': 1, 'bel': 1, 'air': 1, 'october': 1, 'video': 1, 'feature': 1, 'cameo': 1, 'artist': 1, 'play': 1, 'major': 1, 'role': 1, 'shape': 1, 'fashion': 1, 'aspect': 1, 'year': 1, 'correlate': 1, 'theme': 1}"
90,"{'lovely': 5, 'song': 4, 'soundtrack': 4, 'season': 3, 'track': 3, 'reason': 2, 'feature': 2, 'apple': 2, 'musics': 2, 'beats': 2, 'radio': 2, 'station': 2, 'produce': 2, 'eilish': 2, 'include': 2, 'episode': 2, 'anticipate': 1, 'second': 1, 'premiere': 1, 'zane': 1, 'lowes': 1, 'world': 1, 'record': 1, 'april': 1, '19th': 1, 'eilishs': 1, 'brother': 1, 'finneas': 1, 'billie': 1, 'khalid': 1, 'write': 1, 'lyric': 1, 'focus': 1, 'duo': 1, 'attempt': 1, 'overcome': 1, 'depression': 1, 'tell': 1, 'lowe': 1, 'freaking': 1, 'depressing': 1, 'horrible': 1, 'know': 1, 'great': 1, 'm': 1, 'happy': 1, 'miserable': 1, 'release': 1, 'single': 1, 'official': 1, 'netflix': 1, 'hit': 1, 'hear': 1, 'main': 1, 'character': 1, 'clay': 1, 'jensen': 1, 'cope': 1, 'death': 1, 'hannah': 1, 'baker': 1, 'decide': 1, 'way': 1, 'share': 1, 'excitement': 1, 'podcast': 1, 'groupie': 1, 'feeling': 1, 's': 1, 'insane': 1, 'look': 1, 'selena': 1, 'gomez': 1, 'pretty': 1, 'little': 1, 'liars': 1, 'perfectionists': 1}"
92,"{'gun': 5, 'smoke': 3, 'savage': 3, 'love': 2, 'song': 2, 'straight': 2, 'necessity': 1, 'firearm': 1, 'crystal': 1, 'clear': 1, 'discuss': 1, 'theme': 1, 'plethora': 1, 'weapon': 1, 'common': 1, 'discography': 1, 'address': 1, 'verse': 1, 'rappin': 1, 'bout': 1, 'bitch': 1, 'fall': 1, 'deliver': 1, 'rap': 1, 'rep': 1, 'home': 1, 'east': 1, 'atlanta': 1, 'reference': 1, 'viral': 1, 'dance': 1, 'challenge': 1, 'start': 1, 'shiggy': 1, 'drakes': 1, 'feelings': 1, 'preview': 1, 'trailer': 1, 'exclusive': 1, 'spotify': 1, 'rapcaviars': 1, 'mini': 1, 'documentary': 1, 'monster': 1, 'feature': 1, 'childish': 1, 'gambino': 1}"
93,"{'juice': 3, 'boogies': 2, 'boogie': 2, 'demon': 1, 'angels': 1, '6th': 1, 'track': 1, 'second': 1, 'album': 1, 'hoodie': 1, 'szn': 1, 'mark': 1, 'collaboration': 1, 'wrld': 1, 'turn': 1, 'rap': 1, 'fashion': 1, 'gun': 1, 'dangerous': 1, 'lifestyle': 1, 'find': 1, 'boast': 1, 'positive': 1, 'cash': 1, 'expensive': 1, 'item': 1, 'woman': 1, 'preview': 1, 'verse': 1, 'interview': 1, 'jumper': 1, 'september': 1, '28th': 1}"
94,"{'asmr': 4, 'whispering': 2, 'november': 2, 'come': 2, 'song': 2, 'savage': 1, 'recall': 1, 'flow': 1, 'house': 1, 'inspire': 1, 'stand': 1, 'autonomous': 1, 'sensory': 1, 'meridian': 1, 'response': 1, 'describe': 1, 'feeling': 1, 'euphoric': 1, 'tingling': 1, 'relaxation': 1, 'hear': 1, 'quiet': 1, 'sound': 1, 'click': 1, 'chew': 1, 'youtube': 1, 'channel': 1, 'significant': 1, 'rise': 1, 'popularity': 1, 'preview': 1}"
95,{}
96,"{'fine': 2, 'china': 2, 'girl': 2, 'reference': 1, 'porcelaina': 1, 'beautiful': 1, 'chinese': 1, 'ceramic': 1, 'material': 1, 'song': 1, 'juice': 1, 'wrld': 1, 'compare': 1, 'talk': 1, 'love': 1, 'lust': 1}"
97,"{'calboy': 1, 'breakout': 1, 'single': 1, 'envy': 1, 'minute': 1, 'glimpse': 1, 'life': 1, 'young': 1, 'man': 1, 'grow': 1, 'chicago': 1, 'release': 1, 'september': 1, 'song': 1, 'blow': 1, 'thank': 1, 'viral': 1, 'dance': 1, 'challenge': 1, 'tiktok': 1}"
98,"{'japan': 3, 'song': 2, 'blood': 2, 'lost': 1, 'shawn': 1, 'mendes': 1, 'demonstrate': 1, 'commitment': 1, 'lover': 1, 'express': 1, 'desire': 1, 'visit': 1, 'world': 1, 'release': 1, 'day': 1, 'single': 1, 'incorporate': 1, 'rock': 1, 'arena': 1, 'sound': 1, 'lose': 1, 'showcase': 1, 'r&b': 1, 'heavy': 1, 'beat': 1, 'artwork': 1, 'ode': 1, 'depict': 1, 'countrys': 1, 'national': 1, 'flower': 1, 'cherry': 1, 'blossom': 1}"
99,{}
101,"{'dua': 4, 'silk': 3, 'city': 3, 'debut': 3, 'electricity': 2, 'mark': 2, 'ronson': 2, 'lipa': 2, 'single': 2, 'lipas': 2, 'voice': 2, 'album': 2, 'awaited': 1, 'collaboration': 1, 'production': 1, 'duo': 1, 'consist': 1, 'industry': 1, 'veteran': 1, 'diplo': 1, 'song': 1, 'tease': 1, 'studio': 1, 'january': 1, 'confirm': 1, 'drop': 1, 'may.': 1, 'reveal': 1, 'title': 1, 'interview': 1, 'times': 1, 'magazine': 1, 'compliment': 1, 'deep': 1, 'soulful': 1, 'harken': 1, 'gospel': 1, 'house': 1, 'expect': 1, 'lead': 1, 'ep': 1, 'include': 1, 'repack': 1}"
102,"{'good': 2, 'smile': 1, 'feel': 1, 'song': 1, 'live': 1, 'life': 1, 'fuck': 1, 'hater': 1}"
103,"{'volume': 2, 'accompany': 1, 'wife': 1, 'singing': 1, 'partner': 1, 'morgane': 1, 'stapleton': 1, 'millionaire': 1, 'love': 1, 'ballad': 1, 'drive': 1, 'acoustic': 1, 'guitar': 1, 'opening': 1, 'track': 1, 'set': 1, 'soulful': 1, 'tone': 1, 'stapletons': 1, 'follow': 1, 'year': 1, 'sell': 1, 'country': 1, 'album': 1, 'room': 1}"
104,"{'track': 2, 'acquire': 2, 'wealth': 2, 'second': 1, 'album': 1, 'baby': 1, 'talk': 1, 'expensive': 1, 'jewelry': 1, 'lifestyle': 1, 'rich': 1, 'famous': 1}"
105,"{'song': 2, 'person': 1, 'invite': 1, 'good': 1, 'friend': 1, 'reception': 1, 'place': 1, 'screw': 1, 'party': 1, 'need': 1, 'shirt': 1, 'sleep': 1, 'love': 1, 'girl': 1, 'finger': 1, 'wall': 1}"
106,{}
