,keywords
594,"{'heartless': 25, 'life': 13, 'metro': 6, 'low': 6, 'young': 5, 'tryna': 5, 'need': 3, 'pussy': 3, 'way': 3, 'money': 3, 'pain': 3, 'man': 3, 'weddin': 3, 'plan': 3, 'ayy': 2, 'bitch': 2, 'turn': 2, 'star': 2, 'time': 2, 'bazaar': 2, 'lose': 2, 'sheesh': 1, ""i'mwhata"": 1, 'need(bitch': 1, 'find': 1, 'fix': 1, 'dodgin': 1, 'death': 1, 'speed': 1, 'amphetamine': 1, 'stummy': 1, 'feelin': 1, 'sickly': 1, 'want': 1, 'dog': 1, 'pound': 1, 'model': 1, 'gettin': 1, 'fade': 1, 'compound': 1, 'love': 1, 'pulse': 1, 'fallin': 1, 'pocket': 1, 'boomin': 1, 'ho': 1, 'moshpit': 1, 'tesla': 1, 'pill': 1, 'flyin': 1, 'cockpit': 1, 'watchin': 1, 'faucet': 1, 'duffle': 1, 'bag': 1, 'drug': 1, 'rocket': 1, 'stix': 1, 'drunk': 1, 'miss': 1, 'target': 1, 'photoshoots': 1, 'rolling': 1, 'stone': 1, 'sellin': 1, 'dream': 1, 'girl': 1, 'guard': 1, 'year': 1, 'swimmin': 1, 'shark': 1, 'heart': 1, 'mind': 1, 'try': 1, 'think': 1, 'come': 1, 'know': 1, 'hear': 1, 'clear': 1, 'tone': 1}"
596,"{'unknown': 7, 'know': 3, 'hear': 2, 'day': 2, 'follow': 2, 'feel': 2, 'look': 1, 'trouble': 1, 'thousandreasonsi': 1, 'goabout': 1, 'ignore': 1, 'whisper': 1, 'wish': 1, 'voice': 1, 'ringing': 1, 'ear': 1, 'speak': 1, 'fear': 1, 'love': 1, 'wall': 1, 'sorry': 1, 'secret': 1, 'siren': 1, 'block': 1, 'adventure': 1, 'need': 1, 'new': 1, 'afraid': 1, 'risk': 1, 'want': 1, 'awake': 1, 'distract': 1, 'big': 1, 'mistake': 1, 'little': 1, 'bit': 1, 'mean': 1, 'power': 1, 'grow': 1, 'long': 1, 'leave': 1}"
597,"{'fuck': 12, 'love': 12, 'need': 8, 'bitch': 8, 'ayy': 7, 'change': 4, 'round': 4, 'want': 3, 'ho': 3, 'shit': 3, 'woo': 3, 'trust': 2, 'roamin': 2, 'clique': 2, 'rollin': 2, 'gang': 2, 'squad': 2, 'come': 2, 'foreign': 2, 'car': 2, 'switchin': 2, 'lane': 2, 'quick': 2, 'destine': 2, 'fucking': 2, 'greatness': 2, 'nigga': 2, 'motherfucking': 2, 'cash': 2, 'patek': 2, 'wrist': 2, 'automatic': 2, 'shawty': 2, 'save': 2, 'way': 2, 'eatin': 2, 'beatin': 2, 'feastin': 2, 'livin': 2, 'wantnone': 1, 'time': 1, 'slow': 1, 'speed': 1, 'racin': 1, 'fuckin': 1, 'cow': 1, 'stuntin': 1, 'daddy': 1, 'dad': 1, 'spend': 1, 'ring': 1, 'chopper': 1, 'hip': 1, 'brrah': 1, 'blastin': 1, 'bah': 1, 'bullshit': 1, 'know': 1}"
598,"{'bitch': 10, 'la': 8, 'life': 7, 'nigga': 7, 'live': 6, 'fuck': 5, 'pussy': 5, 'hell': 5, 'murder': 4, 'ayy': 3, 'wanna': 3, 'talkin': 3, 'red': 3, 'look': 2, 'find': 2, 'want': 2, 'nut': 2, 'run': 2, 'gun': 2, 'ass': 2, 'swallow': 2, 'know': 2, 'pull': 2, 'catch': 2, 'fucking': 2, 'summertime': 2, 'freezin': 2, 'feel': 2, 'takin': 2, 'piss': 2, 'love': 1, 'trippie': 1, 'redd': 1, 'pourin': 1, 'mud': 1, 'cup': 1, 'past': 1, ""it'sbehind"": 1, 'fallin': 1, 'ina': 1, 'bottomless': 1, 'pit': 1, 'isa': 1, 'purge': 1, 'sound': 1, 'siren': 1, 'wife': 1, 'slut': 1, 'walk': 1, 'shit': 1, 'money': 1, 'opp': 1, 'stay': 1, 'scare': 1, 'real': 1, 'tell': 1, 'come': 1, 'funny': 1, 'dumb': 1, 'virgin': 1, 'mad': 1, 'hand': 1, 'bullet': 1, 'twitter': 1, 'follow': 1, 'kid': 1, 'chain': 1, 'solid': 1, 'gold': 1, 'jeweler': 1, 'finesse': 1, 'hollow': 1, 'harry': 1, 'potter': 1, 'lil': 1, 'disappear': 1, 'vvs': 1, 'ear': 1, 'chandelier': 1, 'shinin': 1, 'flick': 1, 'hoe': 1, 'freaky': 1, 'deaky': 1, 'eat': 1, 'kill': 1, 'throwin': 1, 'white': 1, 'flag': 1, 'boy': 1, 'buy': 1, 'bite': 1, 'k': 1, 'cuban': 1, 'link': 1, 'shawty': 1, 'suck': 1, 'dick': 1, 'bae': 1, 'chillin': 1, 'couch': 1, 'mouth': 1, 'house': 1, 'slatt': 1, 'coffin': 1, 'killin': 1, 'bah': 1, 'cold': 1, 'diamond': 1, 'finger': 1, 'baby': 1, 'blue': 1, 'megamind': 1, 'reality': 1, 'coraline': 1, 'northside': 1, 'optimus': 1, 'prime': 1, 'miss': 1, 'promise': 1, 'codeine': 1, 'right': 1, 'triple': 1, 'kiss': 1, 'certain': 1, 'close': 1, 'burtain': 1, 'gang': 1}"
599,"{'friend': 11, 'good': 8, 'true': 7, 'war': 7, 'loyal': 6, 'let': 6, 'spend': 5, 'summer': 5, 'road': 5, 'need': 4, 'money': 4, 'pain': 4, 'want': 3, 'home': 3, 'star': 2, 'head': 2, 'nuh': 2, 'fi': 2, 'raise': 2, 'bad': 2, 'pretend': 2, 'party': 2, 'way': 2, 'pocket': 2, 'tipsy': 2, 'trouble': 2, 'look': 2, 'risky': 2, 'control': 2, 'shawty': 2, ""you'reso"": 1, ""don'twant"": 1, 'stay': 1, 'truth': 1, 'wanna': 1}"
600,"{'suicidal': 12, 'love': 12, 'sippin': 6, ""hennessy-'y-'y"": 6, 'think': 5, 'feel': 4, 'ecstasy': 4, 'know': 4, 'bag': 4, 'bad': 4, 'swear': 4, 'god': 4, 'heart': 3, 'death': 3, 'hennessy': 3, 'soul': 3, 'mean': 3, 'fuck': 3, 'sorry': 3, 'bleed': 2, 'leave': 2, 'lipstick': 2, 'want': 2, 'wishin': 2, 'teach': 2, 'lesson': 2, 'learn': 2, 'let': 2, 'bridge': 2, 'burn': 2, 'wish': 2, 'stupid': 2, 'bitch': 2, 'weremeantto': 1, 'tookmy': 1, 'igave': 1, 'lose': 1, 'conscience': 1, 'drinkin': 1, 'baby': 1, 'control': 1, 'enemy': 1, 'tell': 1, 'check': 1, 'run': 1, 'line': 1, 'end': 1, 'crazy': 1, 'dangerous': 1, 'devil': 1, 'hold': 1, 'way': 1, 'eternity': 1, 'believe': 1}"
601,"{'nigga': 7, 'want': 7, 'hate': 6, 'trust': 5, 'neck': 5, 'love': 4, 'time': 4, 'worry': 4, 'hoppin': 4, 'day': 3, 'skrrt': 3, 'diamond': 3, 'thing': 3, 'man': 3, 'bitch': 3, 'ayy': 3, 'actin': 2, 'flyin': 2, 'pass': 2, 'blind': 2, 'chase': 2, 'bae': 2, 'wan': 2, 'shop': 2, 'rack': 2, 'safe': 2, 'party': 2, 'dash': 2, 'whip': 2, 'jakes': 2, 'playin': 2, 'game': 2, 'check': 2, 'vvs': 2, 'lil': 2, 'flex': 2, 'rari': 2, 'dick': 2, 'hoe': 2, 'diamonds': 2, 'shine': 2, 'complain': 2, 'muchcomplaining(complaining': 1, 'isyour': 1, 'awraith': 1, 'ice': 1, 'tray': 1, 'froze': 1, 'migraine': 1, 'life': 1, 'edge': 1, 'live': 1, 'high': 1, 'lane': 1, 'trippie': 1, 'redd': 1, 'late': 1, 'night': 1, 'turnt': 1, 'club': 1, 'sip': 1, 'drink': 1, 'cup': 1, 'pour': 1, 'shawty': 1, 'wanna': 1, 'sell': 1, 'soul': 1, 'sayin': 1, 'know': 1, 'play': 1, 'think': 1, 'dumb': 1, 'bout': 1, 'young': 1, 'jet': 1, 'plane': 1, 'bad': 1, 'sex': 1, 'youngboy': 1, 'toss': 1, 'moon': 1, 'middle': 1, 'jump': 1, 'sleep': 1, 'hear': 1, 'phone': 1, 'ring': 1, 'flippin': 1, 'train': 1, 'pole': 1, 'bah': 1, 'chain': 1, 'run': 1, 'money': 1, 'stay': 1, 'true': 1, 'gang': 1, 'rain': 1, 'mud': 1, 'pain': 1, 'wraith': 1}"
602,"{'know': 22, 'real': 20, 'sweet': 15, 'candy': 13, 'cherry': 11, 'thing': 5, 'lick': 4, 'wrapper': 4, 'baby': 3, 'man': 3, 'need': 3, 'sugar': 3, 'high': 2, 'typical': 2, 'runnin': 2, 'deal': 2, 'difficult': 2, 'hand': 2, 'coat': 2, 'lie': 2, 'unfold': 2, 'addictive': 2, 'couple': 1, 'way': 1, 'shit': 1, 'forget': 1, 'gettin': 1, 'like': 1, 'remain': 1, 'guy': 1, 'shoot': 1, 'note': 1, 'spot': 1, 'mouth': 1, 'eat': 1, 'tooth': 1, 'rot': 1, 'apple': 1, 'pecan': 1, 'key': 1, 'lime': 1}"
603,"{'die': 8, 'cuban': 8, 'link': 8, 'ayy': 5, 'way': 5, 'hit': 4, 'let': 4, 'mama': 4, 'pop': 3, 'come': 3, 'shit': 2, 'find': 2, 'face': 2, 'bill': 2, 'rap': 2, 'ass': 2, 'jail': 2, 'block': 2, 'think': 2, 'wake': 2, 'morning': 2, 'knee': 2, 'pray': 2, 'paper': 2, 'love': 2, 'couple': 2, 'tago': 1, 'pipe': 1, 'tre': 1, 'beat': 1, ""letstalk'bout"": 1, 'hard': 1, 'time': 1, 'real': 1, 'boy': 1, 'survivor': 1, 'thejewelry': 1, 'groupie': 1, 'hoe': 1, 'designer': 1, 'partner': 1, 'rema': 1, 'window': 1, 'door': 1, 'lijah': 1, 'member': 1, 'destination': 1, 'dedication': 1, 'use': 1, 'education': 1, 'dollar': 1, 'help': 1, 'light': 1, 'envelope': 1, 'blue': 1, 'mean': 1, 'payment': 1, 'slow': 1, 'low': 1, 'cash': 1, 'fresh': 1, 'high': 1, 'school': 1, 'kick': 1, 'house': 1, 'live': 1, 'fast': 1, 'spot': 1, 'job': 1, 'brock': 1, 'pay': 1, 'fuck': 1, 'career': 1, 'touch': 1, 'street': 1, 'mil': 1, 'rod': 1, 'wave': 1, 'tell': 1, 'feel': 1, 'past': 1, 'chill': 1, 'runnin': 1, 'm': 1, 'game': 1, 'today': 1, 'lord': 1, 'life': 1, 'struggle': 1, 'fall': 1, 'playin': 1, 'storm': 1, 'drain': 1, 'gutter': 1, 'good': 1, 'relationship': 1, 'admit': 1, 'money': 1, 'bae': 1, 'yola': 1, 'cook': 1, 'oil': 1, 'swish': 1, 'need': 1, 'lock': 1, 'pot': 1, 'grab': 1, 'dry': 1, 'work': 1, 'clock': 1, 'rank': 1, 'movin': 1, 'holdin': 1, 'sham': 1, ""havin'"": 1, 'lil': 1, 'ghetto': 1, 'pussy': 1, 'act': 1, 'funny': 1, 'hittin': 1, 'throw': 1, 'shawty': 1, 'leave': 1, 'turn': 1, 'flexin': 1, 'pant': 1, 'sag': 1, 'rack': 1}"
604,"{'unknown': 10, 'know': 3, 'hear': 2, 'day': 2, 'follow': 2, 'feel': 2, 'look': 1, 'fortrouble': 1, 'reason': 1, 'ishould': 1, 'ignore': 1, 'whisper': 1, 'wish': 1, 'voice': 1, 'ringing': 1, 'ear': 1, 'speak': 1, 'fear': 1, 'love': 1, 'wall': 1, 'sorry': 1, 'secret': 1, 'siren': 1, 'block': 1, 'adventure': 1, 'need': 1, 'new': 1, 'afraid': 1, 'risk': 1, 'want': 1, 'awake': 1, 'distract': 1, 'big': 1, 'mistake': 1, 'little': 1, 'bit': 1, 'mean': 1, 'power': 1, 'grow': 1, 'long': 1, 'leave': 1, 'woo': 1}"
605,"{'life': 5, 'come': 4, 'wait': 4, 'memory': 3, 'tremble': 2, 'cold': 2, 'feel': 2, 'secret': 2, 'meet': 2, 'reason': 2, 'find': 2, 'open': 2, 'door': 2, 'moment': 2, 'inch': 1, 'familiar': 1, 'dream': 1, 'icanreach': 1, 'hold': 1, 'sense': 1, 'likea': 1, 'friend': 1, 'know': 1, 'arrive': 1, 'home': 1, 'fortress': 1, 'hide': 1, 'die': 1, 'turn': 1, 'look': 1, 'ready': 1, 'learn': 1, 'certain': 1, 'tear': 1, 'bear': 1, 'different': 1, 'normal': 1, 'rule': 1, 'apply': 1, 'day': 1, 'way': 1, 'answer': 1, 'let': 1, 'north': 1, 'wind': 1, 'sea': 1, 'river': 1, 'darling': 1, 'bind': 1, 'step': 1, 'power': 1, 'grow': 1, 'new': 1}"
606,"{'touch': 5, 'light': 5, 'blind': 4, 'sleep': 4, 'feel': 4, 'let': 3, 'baby': 2, 'city': 2, 'cold': 2, 'judge': 2, 'drown': 2, 'night': 2, 'trust': 2, 'time': 2, 'know': 2, 'phone': 2, 'tryna': 1, 'long': 1, 'mehowto': 1, 'love': 1, ""i'mgoe"": 1, 'withdrawal': 1, 'haveto': 1, 'turn': 1, 'look': 1, 'sin': 1, 'run': 1, 'sun': 1, 'sky': 1, 'hit': 1, 'road': 1, 'overdrive': 1}"
607,"{'holiday': 16, 'come': 13, 'happy': 12, 'chimney': 12, 'season': 7, 'hang': 7, 'christmas': 5, 'old': 5, 'big': 5, 'santa': 4, 'fat': 4, 'pack': 4, 'lot': 4, 'goody': 4, 'leave': 4, 'peppermint': 4, 'stick': 4, 'st.': 4, 'nick': 4, 'tree': 4, 'holidays': 3, 'whoop': 3, 'de': 3, 'dock': 3, 'forget': 3, 'sock': 3, ""o'clock"": 3, 'merry': 2, 'bell': 2, 'ring': 2, 'claus': 2, 'good': 2, 'dickory': 2, 'snow': 1, 'white': 1, 'ground': 1, 'town': 1, 'toy': 1, 'girl': 1, 'little': 1, 'boy': 1, 'great': 1, 'bundle': 1, 'joy': 1, 'hickory': 1, 'calendar': 1, 'bring': 1}"
608,"{'let': 10, 'know': 6, 'feelin': 6, 'love': 5, 'naughty': 4, 'need': 4, 'party': 4, 'ya': 4, 'tell': 3, 'want': 3, 'crib': 3, 'introduction': 3, 'self': 3, 'destruction': 3, 'nasty': 2, 'uber': 2, 'ride': 2, 'house': 2, 'picky': 2, 'woman': 2, 'decidin': 2, 'slide': 2, 'thing': 2, 'long': 2, 'road': 2, ""nothin'"": 2, 'clear': 2, 'idea': 2, 'feel': 2, 'paper': 2, 'plane': 2, 'wonder': 2, 'girl': 2, 'drunk': 1, 'club': 1, 'taxi': 1, 'mad': 1, 'way': 1, 'space': 1, 'lil': 1, 'shawty': 1, 'come': 1, 'place': 1, 'got': 1, 'exotic': 1, 'mind': 1, 'smile': 1}"
609,"{'everyday': 11, 'christmas': 9, 'wanna': 7, 'feel': 7, 'feelin': 7, 'thing': 5, 'deny': 5, 'dum': 4, 'inside': 4, 'stop': 3, 'wishlist': 3, ""nothin'"": 3, 'fake': 3, 'way': 3, 'bring': 3, 'life': 3, 'woo': 3, 'la': 3, 'miss': 2, 'single': 2, 'end': 2, 'cheer': 2, 'time': 2, 'year': 2, 'snow': 1, 'ground': 1, 'love': 1, 'air': 1, 'sleigh': 1, 'bell': 1, ""whatit'sall"": 1, 'thefire': 1, 'warm': 1, 'angel': 1, 'aresingin': 1, 'look': 1, 'light': 1, 'twinklin': 1, 'bright': 1, 'inch': 1, 'central': 1, 'park': 1, 'cover': 1, 'white': 1, 'heaven': 1, 'night': 1, 'day': 1, 'reason': 1, 'season': 1, ""heart'll"": 1, 'beatin': 1, 'believe': 1}"
610,"{'nigga': 19, 'bitch': 8, 'hood': 7, 'fuck': 7, 'strap': 7, 'ho': 6, 'playin': 6, 'hit': 4, 'face': 4, 'gold': 3, 'rollie': 3, 'damn': 3, 'patron': 3, 'drip': 3, 'ask': 3, 'private': 3, 'plane': 3, ""'bout"": 3, 'fly': 3, 'good': 3, 'old': 3, 'bougie': 3, 'tell': 3, 'ditto': 3, 'jakes': 3, 'low': 3, 'look': 3, 'patek': 3, 'skittle': 3, 'husband': 3, 'talk': 3, 'tough': 3, 'turn': 3, 'widow': 3, 'giuseppe': 3, 'tip': 3, 'toe': 3, 'wifin': 3, 'flip': 3, 'bring': 3, 'serve': 3, 'junkie': 3, 'window': 3, 'try': 3, 'rob': 3, 'extendo': 3, 'da': 3, 'po': 2, 'money': 2, 'case': 2, 'day': 2, 'ride': 2, 'rise': 2, 'new': 2, 'pretendo': 2, 'ass': 2, 'rat': 2, 'tap': 2, 'come': 2, 'ta': 2, 'rose': 1, 'thenew': 1, 'putthe': 1, 'manyniggas': 1, 'sip': 1, 'codeine': 1, 'speak': 1, 'mind': 1, 'mm': 1, 'remember': 1, ""havin'"": 1, 'gettin': 1, 'hate': 1, 'eye': 1, 'grab': 1, 'waist': 1, 'pussy': 1, 'knock': 1, 'outta': 1, 'place': 1, 'v12': 1, 'lot': 1, 'spare': 1, 'detail': 1, 'finish': 1, 'catch': 1, 'grow': 1, 'house': 1, 'start': 1, 'bay': 1, 'play': 1, 'arabic': 1, 'opps': 1, 'balenciaga': 1, 'wearin': 1, 'hoodie': 1, 'mask': 1, 'shit': 1, 'snatch': 1, 'want': 1, 'hope': 1, 'long': 1, 'johns': 1, 'stare': 1, 'niggas': 1, 'saw': 1, 'head': 1, 'double': 1, 'nah': 1, 'work': 1, 'roddy': 1, 'die': 1, 'hole': 1, 'body': 1, 'spongebob': 1, 'backflippe': 1, 'know': 1, 'magic': 1}"
611,"{'time': 12, 'legend': 6, 'world': 5, 'die': 4, 'answer': 3, 'question': 3, 'quiet': 3, 'feeling': 3, 'uncertainty': 3, 'eeriness': 3, 'silence': 3, 'unexpected': 3, 'drug': 3, 'lace': 3, 'fall': 3, 'making': 3, 'sorry': 3, 'truth': 3, 'young': 3, 'demon': 3, 'youth': 3, 'shit': 2, 'daytrip': 2, 'change': 2, 'come': 2, 'speak': 1, 'club': 1, 'paranoia': 1, 'gun': 1, 'live': 1, 'hold': 1, 'hear': 1, 'tell': 1, 'want': 1, 'title': 1, 'fuck': 1, 'girl': 1, 'flex': 1, 'diamond': 1, 'pearl': 1, 'mind': 1, 'foggy': 1, 'confused': 1, 'lose': 1, 'cruel': 1, 'cold': 1, 'end': 1, 'hit': 1}"
612,"{'thing': 21, 'walk': 9, 'let': 9, 'adore': 9, 'honey': 8, 'fire': 8, 'mind': 3, 'paradise': 2, 'state': 2, 'believe': 2, 'love': 2, 'summer': 2, 'sky': 2, 'rainbow': 1, 'strawberry': 1, 'lipstick': 1, 'eye': 1, 'wouldyou': 1, 'tosay': 1, 'wonder': 1, 'brown': 1, 'skin': 1, 'lemon': 1, 'ice': 1, 'wanna': 1, 'tell': 1, ""somethin'"": 1}"
613,"{'box': 9, 'nigga': 9, 'tell': 7, 'fuck': 6, 'soul': 6, 'slatt': 6, 'know': 5, 'pullin': 3, 'coupe': 3, 'lot': 3, 'swat': 3, 'bustin': 3, 'lick': 3, 'stick': 3, 'pour': 3, 'damn': 3, 'seal': 3, 'lazy': 3, 'mojo': 3, 'deal': 3, '80': 3, 'suck': 3, 'cash': 3, 'app': 3, 'wipe': 3, 'nose': 3, 'sell': 3, 'key': 3, 'city': 2, 'carter': 2, 'shawty': 2, 'bitch': 2, 'bell': 2, 'hit': 2, 'movin': 2, 'shit': 2, 'bellsoutthe': 1, 'justhit': 1, 'hadto': 1, 'stash': 1, 'cruise': 1, 'bulletproof': 1, 'cadillac': 1, 'skrrt': 1, 'bag': 1, 'try': 1, 'water': 1, 'lay': 1, 'ass': 1, 'son': 1, 'daughter': 1, 'draco': 1, 'dwayne': 1, 'lotta': 1, 'playin': 1, 'ballin': 1, 'arm': 1, 'rim': 1, 'vince': 1, 'quarter': 1, 'double': 1, 'c': 1, 'buy': 1, 'look': 1, 'aaliyah': 1, 'model': 1, 'pink': 1, 'slip': 1, 'whip': 1, 'compton': 1, 'patek': 1, 'sea': 1, 'forgive': 1, 'steelo': 1, 'blue': 1, 'pouch': 1, 'forest': 1, 'wood': 1, 'mouth': 1, 'wear': 1, 'shoe': 1, 'house': 1, 'private': 1, 'flyin': 1, 'wan': 1, 'fly': 1, 'chance': 1, 'traffic': 1, 'dick': 1, 'hand': 1, 'rollie': 1, 'plain': 1, 'landing': 1, 'strip': 1, 'president': 1, 'candidate': 1, 'band': 1, 'zimmerman': 1, 'real': 1, 'gangster': 1, 'pick': 1, 'crip': 1, 'crisco': 1, 'pop': 1, 'mud': 1, ""nothin'"": 1, 'drug': 1, 'street': 1, 'wealthy': 1}"
614,"{'baby': 17, 'christmas': 10, 'merry': 8, 'love': 5, 'farm': 4, 'come': 4, 'mistletoe': 3, 'fire': 3, 'glow': 3, 'tellin': 3, 'wish': 3, 'true': 3, 'heart': 2, 'tree': 2, 'light': 2, 'sweet': 2, 'dream': 2, 'holly': 2, 'ribbon': 2, 'mistake': 2, 'forgive': 2, 'everythin': 2, 'icy': 2, 'blue': 2, 'watchin': 2, 'bein': 2, 'arm': 2, 'little': 2, 'winter': 1, 'night': 1, 'static': 1, 'stress': 1, 'holiday': 1, 'shopping': 1, 'traffic': 1, 'close': 1, 'myeyesand': 1, 'magic': 1, 'isa': 1, 'people': 1, 'dance': 1, 'sparkling': 1, 'bundle': 1, 'mitten': 1, 'coat': 1, 'cider': 1, 'flow': 1, 'wanna': 1, 'tonight': 1, 'barn': 1, 'run': 1, 'cold': 1, 'town': 1, 'kid': 1, 'dreamin': 1, 'sleigh': 1, 'warm': 1, 'safe': 1, 'wake': 1, 'blanket': 1, 'snow': 1, 'feelin': 1, 'remind': 1, 'home': 1, 'world': 1, 'fair': 1, 'pretend': 1, 'watch': 1, 'darling': 1, 'want': 1, 'know': 1}"
615,"{'nigga': 18, 'rack': 8, 'bitch': 8, 'dawg': 7, 'double': 7, 'fur': 6, 'slidin': 6, 'add': 6, 'turn': 5, 'ayy': 5, 'jet': 4, 'money': 4, 'pay': 4, 'truck': 4, 'talk': 4, 'static': 4, 'savage': 4, 'royce': 4, 'fuck': 3, 'foot': 3, 'rock': 3, 'furs': 3, 'beef': 3, 'peta': 3, 'leave': 3, 'cheap': 3, 'lam': 3, 'head': 3, 'young': 3, 'bag': 3, 'peace': 3, 'treaty': 3, 'rolls': 3, 'patek': 3, 'fame': 3, 'mink': 2, 'chain': 2, 'know': 2, 'bad': 2, 'interior': 2, 'block': 2, 'forgive': 2, 'power': 2, 'play': 2, 'chopper': 2, 'fuckin': 2, 'pussy': 2, 'push': 2, 'rookie': 2, 'complain': 2, 'game': 2, 'member': 2, 'igotthe': 1, 'andpower': 1, 'cansee': 1, 'bentley': 1, 'fleet': 1, 'bet': 1, 'cannon': 1, 'reach': 1, 'seat': 1, 'pop': 1, 'rubber': 1, 'band': 1, 'living': 1, 'fiji': 1, 'mistake': 1, 'sink': 1, 'dallas': 1, 'v': 1, 'live': 1, 'honeycomb': 1, 'setting': 1, 'beehive': 1, 'want': 1, 'street': 1, 'tryna': 1, 'crippin': 1, 'blue': 1, 'face': 1, 'amiris': 1, 'sprinter': 1, 'hoe': 1, 'come': 1, 'like': 1, 'curious': 1, 'order': 1, 'gucci': 1, 'bend': 1, 'laser': 1, 'think': 1, 'christmas': 1, 'knock': 1, 'brace': 1, 'catch': 1, 'slip': 1, 'work': 1, 'vacant': 1, 'house': 1, 'god': 1, 'wonder': 1, ""meek'd"": 1, 'yellow': 1, 'lamb': 1, 'look': 1, 'pikachu': 1, 'roll': 1, 'jumpin': 1, 'ghost': 1, 'peekaboo': 1, 'eenie': 1, 'meenie': 1, 'miney': 1, 'moe': 1, 'peek': 1, 'boo': 1, 'cali': 1, 'week': 1, 'addin': 1, 'loadin': 1, 'ladder': 1, 'hear': 1, 'rob': 1, 'hope': 1, 'quit': 1, 'actin': 1, 'tough': 1, 'swim': 1, 'drip': 1, 'drown': 1, 'floodin': 1, 'mad': 1, 'hitta': 1, 'rachet': 1, 'tuck': 1, 'killer': 1, 'ball': 1, 'shit': 1, 'hall': 1, 'k': 1, 'jealous': 1, 'takin': 1, 'care': 1, 'cost': 1, 'fang': 1, 'love': 1, 'change': 1, 'switch': 1, 'let': 1, 'hit': 1, 'way': 1, 'build': 1, 'snitch': 1, 'niggas': 1, 'kill': 1, 'baking': 1, 'soda': 1, 'start': 1, 'bubble': 1, 'try': 1, 'throw': 1, 'kid': 1, 'bus': 1, 'run': 1}"
616,"{'good': 8, 'come': 7, 'let': 6, 'like': 5, 'alive': 5, 'girl': 5, 'time': 4, 'midnight': 4, 'thing': 4, 'night': 4, 'mama': 4, 'trust': 4, 'kiss': 3, 'daddy': 3, 'know': 3, 'look': 2, 'swear': 2, 'life': 2, 'tonight': 2, 'wanna': 2, 'lil': 2, 'shawty': 2, 'end': 2, 'pop': 2, 'everynight': 1, 'mymama': 1, 'trusthim': 1, 'herefor': 1, 'little': 1, 'bit': 1, 'old': 1, 'black': 1, 'leather': 1, 'jacket': 1, 'bad': 1, 'reputation': 1, 'insatiable': 1, 'habit': 1, 'breathe': 1, 'happen': 1, 'type': 1, 'turn': 1, 'dababy': 1, 'forget': 1, 'learn': 1, 'trip': 1, 'leave': 1, 'point': 1, 'car': 1, 'buyin': 1, 'new': 1, 'bimmer': 1, 'want': 1, 'wet': 1, 'face': 1, 'tv': 1, 'disrespect': 1, 'safe': 1, 'star': 1, 'fresh': 1, 'trap': 1, 'bieber': 1, 'drop': 1, 'pin': 1, 'meet': 1, 'stand': 1, 'catchin': 1, 'fever': 1, 'hot': 1, 'baby': 1}"
617,"{'vibe': 8, 'control': 6, 'stay': 6, 'grindin': 4, 'ridin': 4, 'thang': 4, 'young': 4, 'nigga': 4, 'brain': 4, 'catch': 4, 'feel': 4, 'girl': 4, 'eye': 3, 'roll': 3, 'right': 2, 'babe': 2, 'key': 2, 'stress': 2, 'ice': 2, 'sad': 2, 'know': 2, 'eyesrollin': 1, 'whatwe': 1, 'barelykeep': 1, 'pride': 1, 'waste': 1, 'time': 1, 'change': 1, 'life': 1, 'shawty': 1, ""goin'"": 1, 'need': 1, 'moment': 1, 'baby': 1, 'focus': 1, 'run': 1, 'stray': 1, 'bitin': 1, 'soul': 1, 'look': 1, 'dream': 1, 'dreams': 1, 'heart': 1, 'lock': 1, 'pocket': 1, 'sex': 1, 'hold': 1, 'buy': 1, 'want': 1, 'fallin': 1, 'love': 1}"
